rates_star;titles;user_name;date_comment;who_found_comment_helpful;comments;
"1/10";"Disappointing, at best";"DonAramis";"3 September 2023";"1 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink";""
"1/10";"Warning, Controversial!!";"waitresstyles";"1 September 2023";"1 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink";""
"7/10";"Good but kind of overrated";"duncannoella";"1 September 2023";"5 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"After hearing everyone obsessing about this show I finally decided to give it a try. This is isn't your average zombie drama. I mean if your searching for a lot action you won't find that for the most but there still is. I haven't played the games so I can't really do a comparison but I've heard it was an accurate adaptation. For me I kind of think the show is decent but not amazing. The show has a strong beginning it starts of well and is gripping although the length of the first episode scared me at first it was really good. But then it gets a bit too slow and it wasn't gripping at most of those moments. Though I'm not talking about episode 3, it was beautiful period. Nonetheless the show has great acting by the leads Bella Ramsey and Pedro Pascal and it's well shot. Just got less engaged to it because it was a bit too slow for me. But it's a good show."
"9/10";"I found it pretty entertaining";"DiCaprioFan13";"1 September 2023";"6 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"The Last of Us definitely lives up to all the hype around it. Considering there are a thousand zombie/post apocalyptic shows to choose from, one would have to be really good and stick out from the rest to put in the time to watch. Well, The Last of Us is definitely that show. It's not only good, but one of the best zombie/ post apocalyptic shows to some out in the last few years. It seems that most agree based off all the terrific reviews from both critics and the audience alike. It's also been nominated for just about every award possible. The show itself was just nominated for a bunch of Emmy's including best drama, Pedro Pascal was nominated for best lead actor, Bella Ramsey for best lead actress, Nick Offerman, Murray Barnett and Lamar Johnson for best guest actor, Melanie Lynskey, Anna Torv and Storm Reid for best guest actress, best ensemble cast, best directing, best writing, etc. So, as you can see it's a great show. HBO has had so many great shows over the years, too many to even name, and it looks like The Last of Us is the next great one. Already looking forward to next season."
"9/10";"Great adaptation and great show";"Mesion";"1 September 2023";"2 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"For the people who did not play the video game: this is not a classic zombie apocalypse show. The zombies are just a way to tell a story about humans. So, if you want to watch a show filled with action and shooting, The Last of Us is really not for you.

What makes The Last of Us the best video game adaptation is the fact that it is faithful to the source material, but it also makes some improvements. Another reason is that it can be appreciated in the same way by people who never played anything in their lives and people who know everything about the game.

Looking forward to the second season."
"7/10";"Entertaining but also kinda done before";"Mcduff3601";"28 August 2023";"2 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"I think I am just burnt out with post apocolyptic type movies/shows because after awhile there is nothing really new to bring to the table. All that changes is the characters and the type of bad guy (Zombies, A virus, The Wind etc).

I will say the acting in this is fantastic, there isn't a character that doesn't fit the show. The tension feels real. The characters seem vulnerable. The villain is everywhere so the threat to everyone is always there increasing the tension.

I hadn't played the games but I could tell what was going to happen so by the end of the show the twist didn't seem all that twisty. This was entertaining enough that I would put in time for season 2 but I also wouldn't be disappointed if they didn't make anymore. Still would recommend if you like end of the world type stuff, zombies etc."
"4/10";"So bad";"freddiestarwars";"19 August 2023";"2 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink";""
"6/10";"Games were better ngl";"mollyt-73422";"16 August 2023";"1 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink";""
"9/10";"Big Praise for the two actors!";"chrisboz-11162";"14 August 2023";"1 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"The main story is remarkably faithful to the game and so are the main characters - which is very much appreciated by those who played the game - but the new filler stories introduced, were very simple and rather forgettable. However, the great acting and personality of both Pedro and Bella is what makes this show a notable and memorable one. I just really hope, that they don't try to be faithful to the sequel part of the game if season two is planned - if you played that game you would know why - I just want to see them both on some new mission or cause for so many seasons to come. Big praise to Pedro and Bella!"
"9/10";"Incredible video game adaptation";"junglboy-208-567222";"10 August 2023";"1 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink";""
"7/10";"6.9/10. Overrated";"athanasiosze";"9 August 2023";"3 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"FIRST SEASON

First three episodes were very good. Next two episodes were almost on the same level. And then, it felt apart.

This is a good drama/horror tv show but it doesn't hold a candle to the first 6-7 seasons of THE WALKING DEAD. Actually, it's more drama than action/horror. It started strong. Story was very interesting. Too many heartbreaking moments because viewers empathize with these characters and care for them. Pascal was amazing all the way, Anna Torv/Offerman were very good. And Bella Ramsey was a pleasant surprise. She had a difficult task, her role was very demanding. And she pulled through.

However, i can't stand anymore Melanie Lynskey in roles like these (see also YELLOWJACKETS). She is a good comedy actress but who in their right mind thought she was a good choice for a post apocalyptic rebellion leader? She doesn't have the physical presence for this.

Of course, she was not the only reason, this went downhill because the story was not so interesting anymore in the last 3-4 episodes. At some point, i didn't care much about the fate of these characters. Intense/action moments were forced and unconvincing. Something felt off. Pedro Pascal's inactiveness was a reason for this. Even him though couldn't save the last episodes. They were boring.

In any case, i am gonna watch the next season. I want to see where it goes."
"10/10";"From one fan to another!";"tylersherget";"6 August 2023";"3 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"I've always loved the ""Last Of Us"", I came to find the last of us back in 2019 when I watched YouTube and came across a YouTuber (""Jacksepticeye"") who played ""The Last Of Us Part 2"" ever since then I've followed Naughty Dog by watching YouTube Videos on Part one and Part two going from their bought both video games and of course I bought posters and Funko-pops so of course when I heard they were making a TV Show I just had to watch.

When I saw the trailer when it was first coming out but wasn't able to watch until a couple months later when I turned 18 and was able to get a subscription so, first I read the reviews and all of it sounded promising, expectations were high and I was excited to watch.

When I read the reviews I couldn't find any original fans who loved the video games first so I thought I'd write a review for those who are huge fans of the video game series but aren't sure if they want to see this, due to the chance that this show would ruin the video game series. It doesn't.

The show does go off script a little from the video game script but I'm not in a bad way. They did an awesome job directing and writing and though they went a bit off script it didn't ruin anything in fact I'm almost liking it more than the video game. Prolly the best part about this show is they describe everything sooo much better, they elaborate on so much more then the video game and they did a great job at it too.

The acting was amazing, special effects were awesome, directing and writing was great, it all Exceeded my expectations, I would highly recommend this to any big fans of ""The Last Of Us"""
"7/10";"Entertaining and unusual zombie flick";"cherold";"5 August 2023";"2 out of 5 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"I've got to be honest - I was disappointed by the video game The Last of Us. I had heard about it for years as one of the great story-oriented games, and was really curious about it. I didn't really care for the gameplay, but the shock was, even though I love games that tell stories, I didn't think this was a great storytelling game.

It did, however, prove to be a genuinely good source for a TV series.

As in the game, bitter Joel must transport weirdly-immune Ellie to scientists to synthesize a cure. These leads to an episodic, brutally grim journey through a wasted America full of terrible zombies and terrible human beings.

This is an unusual zombie series in that sometimes it is barely a zombie series at all, most famously in the Nick Offerman episode (touch though overrated, and not, for me, as good as the later mall episode). Sometimes there are big fights and explosions, but other times there are just these very human stories. And a lot of the series is somewhere in between.

I wouldn't say I love this series, and my god it can be depressing, but it is entertaining and engrossing and well worth watching. Recommended."
"7/10";"Done better....";"paulcf-510-910462";"31 July 2023";"1 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"The science is way off but the drama of the series is what attracts viewers to this.

As good as it is, ""The Road"" portrayed a post apocalyptic USA a lot better. Based on the graphic novel by Cormack McCarthy, it is a very simple story of a father and son trying to walk across the USA to the SE (Florida?) to seek survival. Along the way they meet diverse elements and remnants of humanity, both good and very bad . The fact that it is based on real science is what intrigued me.

I really like Pedro Pascal (Mandalorian and The Equalizer 2) and he does add a lot to the series TLOU but you should also see ""The Road"" and then you'll see why it is much more intense."
"6/10";"The first 4 episodes were good";"sixstringtoad";"29 July 2023";"2 out of 4 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"After watching the first 4 episodes I was hooked, but from series 5 onwards this show went downhill at a slow pace. It was very predictable and the characters became boring and static . I stuck with it to the end hoping that a spark would ignite it , but it was more unbelievable as it went on . I was hoping that the series was going to have an ending as I couldn't see how this series could be dragged out for another one.

On the positive side there were some parts that resonated with humanity and the need to destroy evil in the world by being more evil, the big let down was that it all ended in a draw."
"8/10";"10/10 for the zombie show, but a plot would have been nice";"allnewsuperfake";"29 July 2023";"3 out of 14 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"... and the rest is technically superb, with a cast hitting it out of the park, and everyone behind the camera creating a masterpiece - with one exception. The plot is just not there.

The writing itself is certainly fine, but the overall story is missing. I've been told it was supposed to be about zombies, and when it was, it was great, especially the outbreak in the 1st episode, or the scientist at the start of the 2nd. But from there on out it kind of fades into the background.

I've been told it's about a man learning how to love again, which is weird, because I'm pretty sure he isn't just looking for his brother because he got bored. I also don't think he's with his female companion for her looks.

Does he learn to overcome his loss? Not at all. Is it deep and compelling drama? Well, everyone is miserable, and they stay that way, with the exception of the couple in episode 3, which had a theme, character development and even the newfound ability to love, and that's why it's stuck between the following episodes like a brick in a sandcastle. A great sandcastle, don't touch it, you'll make a lot of people angry, but also... there's not really anything inside.

And then, all of a sudden, you are in a mall for a whole episode, and spent 45 minutes outside of the already shaky plot. The finale, the climax, gets something like 10 minutes. It's a little sad given the talent on display. You gave me so much, why not *everything*?"
"9/10";"loved it!!";"marwasakhizadah";"26 July 2023";"5 out of 10 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"i really liked the show
the show changed a few things but i didn't really hate it. I liked the part in which it's revealed who shot and missed but i kinda wished they kept the part with david as it was in the game
loved ashley's cameo!!


i really liked pedro's and bella's chemistry as father-daughter-duo. Bella did such an amazing job playing ellie, she portrayed her so well
pedro is the perfect joel, looks-wise and character-wise. Bella won the character-part. It was a bit weird seeing someone else (other than the game ellie we know) portray her, but i got used to it and really liked bella as ellie"
"10/10";"How Video Game Adaptions Should Be Made";"Picturesinflow";"26 July 2023";"8 out of 13 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"Movies/Series and Video Games are entirely different realms, so what works in a game cannot be translated 100% to the screen, as certain aspects are too rooted in gaming. However, ""The Last of Us"" managed to translate the story almost fully while adding some additional elements to enhance the gaming experience, even including nods to the players through visuals and dialogue.

Video game adaptations have generally not been well-received, partially due to creators not fully respecting the original source material and only adapting the most compelling parts without proper build-up. On the other hand, gamers are a challenging audience to please; even if a video game is well-made and captivating, they may still find something to criticize or nitpick, as perfection is hard to achieve.

Character portrayal is another critical aspect when transitioning from game to screen, and ""The Last of Us"" excelled in seamlessly bringing the characters to life, albeit with a slightly different approach. The main leads, Joel (played by Pedro Pascal) and Ellie (played by Bella Ramsey), did an outstanding job embodying their personalities while adding their unique touch. Joel is portrayed with less roughness compared to the game, yet his sense of distrust is evident when facing unfamiliar situations. Through Ellie, he begins to ease up and understands the importance of trust on their journey. Ellie, closer to her game counterpart, expresses heightened emotions throughout the episodes, although some game scenes were omitted either due to time constraints or their incompatibility with the show's narrative, leading to a partial loss of character depth.

Regarding pacing, certain episodes could have been improved by adding a midpoint episode for deeper explanations and another at the finale, possibly extending to two episodes. The ""infected"" were introduced at exactly the right time, and although their portrayal differed from the game, it worked well in the context of the show. However, it might have been more beneficial to maintain them as a continuous focal point throughout the series, as they added an element of dread and uncertainty to each conversation, even in seemingly safe environments.

""The Last of Us"" proves that adaptations can be successful and serve as an entry point for new audiences to fall in love with this universe, while still catering to long-time fans since 2013. The infamous ""video game curse"" has plagued many potential franchise starters, causing them to falter without much consideration. While it may exist for some, others have seen success with adaptations like ""Castlevania"" or ""Arcane"" (based on League of Legends) and more. Let's break free from this curse and create more sophisticated stories based on video games, even if it means altering gameplay mechanics to suit the narrative.

In light of this, most first-party games on the PS4 and now PS5 could be adapted for the big or small screen, as they often resemble long action films in their structure, providing ample potential for adaptation.

Looking ahead, we anticipate upcoming video game adaptations such as ""Fallout"" and ""God of War,"" with more constantly being greenlit. However, it is crucial not to over-saturate the genre and risk it becoming the next Western movie genre fiasco."
"9/10";"Wholesome";"elmer_van_h";"24 July 2023";"4 out of 10 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"This show isn't like The Walking Dead or others in its genre at all. The suspense keeps you on the tip of your seat, the acting is done marvelous and creates a vibe that, eventually, materializes. Instead of going downhill, the season just gets better and you start to appreciate the perks of the characters.

The show starts apocalyptic, giving off the sense that all episodes will just revolve around fighting the infected. But this won't happen; the infected just set the stage for an apocalyptic world in which humans are also deprived of their sense of good and wrong. The cinematics are also perfectly done and in line with the beloved game. 10/10 an absolute much watch."
"7/10";"Excellent: far more than simply a zombie-drama";"grantss";"21 July 2023";"17 out of 30 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"In 2003 a fungus infects a large proportion of the world's population, turning them into zombies. Fast forward to 2023 and the world is in ruins. Survivors cluster together in quarantine centres, which are as much a prison run by the fascist government as a safe haven from the infected. People survive any way they know how. Living in Boston is one such survivor, Joel Miller. He helps out the resistance, the Fireflies, whenever there's something in for him. The leader of the local Fireflies offers him an opportunity to find his brother in Wyoming if he helps a teenaged girl, Ellie, get to a Firefly group outside the city. She may hold the key to ending the pandemic.

I was initially sceptical about this series as it seemed like just another zombie drama. Eventually I gave it a watch and I am very glad I did.

It starts interestingly enough, sketching the background and the current state of the world, introducing us to the main characters and a broad indication of the main plot. However, at this point it's still not entirely compelling as it still resembles a plain zombie/survival-odyssey drama.

However, in Episode 3 it kicks into top gear and becomes absolutely riveting. Almost every episode provides a highly engaging character backstory and introduces some very interesting characters. On the subject of characters, the dynamic between Joel and Ellie and how this and their relationship changes is one of the highlights of the series and makes for a great story arc.

The central plot - Joel and Ellie's odyssey - provides the spine to the series and provides the series-wide intrigue. The sub-plots are excellent too while not detracting from the central plot. Quite unpredictable to the point of sometimes teasing you into thinking it is going to follow a clichéd path but then going in a different direction.

Action scenes are fantastic (which you'd hope, as the series is based on a video game).

The only negative is that the final episode feels rushed and goes down a path that is a bit disappointing. The series also seems set up for a second season while I was hoping this would be a mini-series.

All in all a brilliant series: absolutely entertaining, engaging, compelling viewing."
"1/10";"Good but not great";"MattiPajumaa";"19 July 2023";"5 out of 9 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"Had been looking forward to this one ever since it was announced, and it turned out to be a quality series. Especially the first episodes are stellar tv. Engaging storytelling, great cinematography and good acting. Unfortunately after a good start the following episodes lag quite a bit. Actually found myself zoning out at a couple of them. Also had a bit of an issue with the adaptation from the game. The Ellie character from the game differed substantially from the film. I guess they wanted to ""toughen up"" the character to resound with the public, but it didn't pan out well for me. Casting was done well for the most part, and the supporting cast performed really good. Was sad to see that the ending was a little meh. All in all this is a well made series that you shouldn't miss. I'm just not sure I'll be back for the second season which surely will come."
"10/10";"Do people like shows that are slow and go nowhere?";"dolphinswimme";"19 July 2023";"24 out of 39 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"I genuinely do not get the high rating for this show .. what am I missing .. its sooooooo excritiatingly slow , nothing ever happens ..ever .. just episode after episode of boredom , so many good shows out there , this aint it .. same with the handmaids tale , also slow and boring , people must enjoy boredom .. I am baffled , gave up after 6 episodes so I did try .. almost 6 hours of my life that I will never get back .. I have to keep writing stuff because IMDB for some weird reason require you to write minimum 600 characters in order to submit a review although I dont get why , anyway .. the show sucks , save your time for good shows."
"9/10";"choose your next step carefully";"lee_eisenberg";"19 July 2023";"7 out of 16 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"I had never heard of the video game on which ""The Last of Us"" is based, so I watched the series with an unbiased view. What a show! There have been many productions over the years depicting people trying to survive in a post-apocalyptic world, but this one ups the ante with the types of characters that it has, and the suspense that it creates on every episode.

Now nominated for several Emmys - and with a second season in production - ""The Last of Us"" is one of the many outstanding series that we've seen in the 21st century. This is what happens when the writers have the power instead of the executives.* Definitely see it.

*The Writers' Guild is currently on strike for a reason."
"8/10";"S1 - A Captivating Journey Through the Apocalypse";"Dan_W_Reviews";"18 July 2023";"11 out of 17 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"In a world where video game adaptations have often struggled to find their footing on the small screen, The Last of Us stands out as a shining example of how to do it right. The series, based on the beloved video game, has managed to retain the most addictive elements of its source material while weaving a deeper and emotionally charged narrative that stands on its own.

One of the most impressive aspects of The Last of Us is its ability to strike a balance between homage and originality. While some scenes lifted directly from the game may have led to pacing issues for some viewers, the show's departure from the game's narrative has been a breath of fresh air, enriching the story and drawing in both fans and newcomers alike.

The production design deserves applause, as it masterfully recreates the game's environments, making viewers feel like they've stepped right into the post-apocalyptic world. The use of lighting and cinematography adds an extra layer of depth, drawing out the humanity of the characters and creatures in a way that sets it apart from other adaptations.

Pedro Pascal and Bella Ramsey's performances as Joel and Ellie are nothing short of exceptional. Their chemistry on screen is magnetic, making them irresistibly watchable as they navigate the challenges and dangers of their journey. Pascal's portrayal of Joel has been described as a true embodiment of the character, while Ramsey's portrayal of Ellie has been hailed as a breakout performance, striking a perfect balance between comedy and emotion.

The guest performances in The Last of Us are a true highlight, with a talented cast delivering remarkable portrayals that add richness to the narrative. Each character feels authentic and well-crafted, contributing to the show's overall success.

While the show offers thrilling action sequences, it is during its quieter moments that The Last of Us truly shines. These moments allow the characters to breathe, bringing out the complexities of their personalities and forging powerful emotional connections with the audience.

The Last of Us isn't just a show; it's an experience. With its captivating storytelling, outstanding performances, and stunning production design, it stands as a compelling example of how to adapt a video game into a binge-worthy TV series. Whether you're a fan of the game or a newcomer to this world, The Last of Us is an absolute must-watch."
"10/10";"amazing adaption";"monohewis";"17 July 2023";"4 out of 9 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"I really enjoyed it even if the dodgy pedro pascal edits made it seem looked on as cringy, i thought the casting was great except from sarah and overall great adaption of the original game, if only it focused more on the infected! Dont get me wrong the people were actually really good but i wish it had more of a balance. It sticked really well to the plot and vibe of the original game so im super super thankful about that too. Cant wait for season 2!!! David was also really well played to the point where he actually made you uncomfortable which is good for what he was in a tv show, really gave off the right atmosphere."
"10/10";"The Last of us is the G.O.A.T";"Arkhamjujitsukaisenslayer";"16 July 2023";"3 out of 8 found this helpful. Was this review helpful? Sign in to vote.
Permalink";""
"7/10";"Highly recommend!";"nikolounikos";"15 July 2023";"2 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"It's actually really great. I had so much fun while watching it. My emotions changed throughout the whole series and that's what Iiked most about it. The actors are so talented and the ideal ones for this! Especially Pedro Pascal and Bella Ramsey, the protagonists. And also it's the same as the video game with sooooo little changes so don't worry tlou fans! And the fact that I had to wait a week for a new episode made me love the series more lol. Best series I've ever watched if I want to be honest. GO WATCH IT YOU'LL NOT REGRET IT!!! I highly recommend it to everyone from the day I finished it."
"9/10";"It's decent, not amazing";"darius_sutherland";"14 July 2023";"11 out of 16 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"It's a decent show. I had to give it another try as the first episode is excellent and then it changes into a very slow burn. I gave it another go.

It's not so much about the action but the relationship and the realisation of living in this new world.

It's nothing that hasn't been done before. It's TWD and I stopped watching that as it turned into a repetitive melodrama.

It kept me occupied but it's not something I'd recommend or rave about.

As others have said SKIP episode 7. COMPLETE waste of time.

...

It's a decent show. I had to give it another try as the first episode is excellent and then it changes into a very slow burn. I gave it another go.

It's not so much about the action but the relationship and the realisation of living in this new world.

It's nothing that hasn't been done before. It's TWD and I stopped watching that as it turned into a repetitive melodrama.

It kept me occupied but it's not something I'd recommend or rave about.

As others have said SKIP episode 7. COMPLETE waste of time."
"10/10";"I enjoyed it";"Supermanfan-13";"14 July 2023";"29 out of 43 found this helpful. Was this review helpful? Sign in to vote.
Permalink";"I actually understand why some people love the show and some people don't like it. For me...I thought The Last of Us was one of the best new shows of the year. I never played the game so I wasn't really sure what to expect going in. I then saw the trailer and read all the great reviews so my expectations rose even more. Well, it not only met those expectations but surpassed them in every way. Pedro Pascal has to be one of the most underrated actors on the planet. He's terrific in everything he's ever done and this is no different. He carries the show again. The rest of the cast is great as well, Bella Ramsey, who play the girl Ellie, has a bright future ahead of her. I can't wait to see where this show goes."
"9/10";"Finale too abrupt but series was great";"hughjman";"14 July 2023";"7 out of 16 found this helpful. Was this review helpful? Sign in to vote.
Permalink";""
